sys;c1;c2;c1(DDB);c2(DDB);type;null_dsp
1293;1,4-DIOXANE;GLYCEROL;1,4-Dioxane;Glycerol;;
1294;1,4-DIOXANE;DIETHANOLAMINE;1,4-Dioxane;2,2'-Diethanolamine (DEA);;
1295;1,4-DIOXANE;M-DICHLOROBENZENE;1,4-Dioxane;m-Dichlorobenzene;;
1297;1,4-DIOXANE;M-DIBROMOBENZENE;1,4-Dioxane;m-Dibromobenzene;;
1299;2,6-DIMETHYLPYRIDINE;WATER;2,6-Dimethylpyridine;Water;;
1301;N-DODECANE;BENZALDEHYDE;Dodecane;Benzaldehyde;;
1302;N-DODECANE;ACETIC_ACID;Dodecane;Acetic acid;;
1303;N-DODECANE;FURFURAL;Dodecane;Furfural;;
1304;N-DODECANE;METHANOL;Dodecane;Methanol;;
1305;N-DODECANE;2-METHOXYETHANOL;Dodecane;2-Methoxyethanol;;
1306;N-DODECANE;NITROMETHANE;Dodecane;Nitromethane;;
1307;N-DODECANE;1-NITROPROPANE;Dodecane;1-Nitropropane;;
1308;N-DODECANE;O-CRESOL;Dodecane;2-Methylphenol;;
1309;N-DODECANE;PHENOL;Dodecane;Phenol;;
1310;N-DODECANE;DIMETHYL_SULFOXIDE;Dodecane;Dimethyl sulfoxide;;
1311;N-DODECANE;WATER;Dodecane;Water;;
1312;N-DODECANE;AMMONIA;Dodecane;Ammonia;;
1313;N-DODECANE;N-METHYLFORMAMIDE;Dodecane;N-Methylformamide;;
1314;N-DODECANE;N,N-DIMETHYLACETAMIDE;Dodecane;N,N-Dimethylacetamide;;
1315;N-DODECANE;2-ETHOXYETHANOL;Dodecane;2-Ethoxyethanol;;
1316;N-DODECANE;FURFURYL_ALCOHOL;Dodecane;Furfuryl alcohol;;
1317;N-DODECANE;N-METHYL-2-PYRROLIDONE;Dodecane;N-Methyl-2-pyrrolidone;;
1318;N-DODECANE;PROPIONITRILE;Dodecane;Propionitrile;;
1319;N-DODECANE;ACETOPHENONE;Dodecane;Acetophenone;;
1320;N-DODECANE;DIPROPYLENE_GLYCOL;Dodecane;Dipropylene glycol;;
1321;N-DODECANE;TRIETHYLENE_GLYCOL;Dodecane;Triethylene glycol;;
1322;N-DODECANE;DIMETHYL_CARBONATE;Dodecane;Carbonic acid dimethyl ester;;
1323;N-DODECANE;2-(2-ETHOXYETHOXY)ETHANOL;Dodecane;Diethylene glycol ethyl ether;;
1324;N-DODECANE;BENZYL_ACETATE;Dodecane;Acetic acid benzyl ester;;
1325;N-DODECANE;SULFOLANE;Dodecane;Sulfolane;;
1326;N-DODECANE;O-TOLUIDINE;Dodecane;o-Methylaniline;;
1327;N-DODECANE;FORMAMIDE;Dodecane;Formamide;;
1328;N-DODECANE;GUAIACOL;Dodecane;2-Methoxyphenol;;
1329;N-DODECANE;N-BUTYRONITRILE;Dodecane;Butanenitrile;;
1330;N-DODECANE;CARBON_TETRAFLUORIDE;Dodecane;Tetrafluoromethane [R14];;
1332;N-DODECANE;4-Phenyl-2-butanone;Dodecane;4-Phenyl-2-butanone;;
1333;N-DODECANE;CARBON_DIOXIDE;Dodecane;Carbon dioxide;;
1334;N-DODECANE;BENZYLAMINE;Dodecane;alpha-Aminotoluene;;
1335;N-DODECANE;GAMMA-VALEROLACTONE;Dodecane;Tetrahydro-5-methyl-2-furanone;;
1336;N-DODECANE;INDOLE;Dodecane;Indole;;
1337;N-DODECANE;2-PHENYLETHANOL;Dodecane;2-Phenylethanol;;
1338;N-DODECANE;N-Methylcaprolactam;Dodecane;N-Methylcaprolactam;;
1339;N-DODECANE;ETHYL_LACTATE;Dodecane;Ethyl lactate;;
1356;BENZALDEHYDE;N-TETRADECANE;Benzaldehyde;Tetradecane;;
1357;BENZALDEHYDE;WATER;Benzaldehyde;Water;;
1358;BENZALDEHYDE;GLYCEROL;Benzaldehyde;Glycerol;;
1359;BENZALDEHYDE;N-HEXADECANE;Benzaldehyde;Hexadecane;;
1361;N-BUTYL_ACETATE;WATER;Butyl acetate;Water;;
1362;N-BUTYL_ACETATE;1,3-PROPYLENE_GLYCOL;Butyl acetate;1,3-Propanediol;;
1363;N-BUTYL_ACETATE;SALICYLIC_ACID;Butyl acetate;Salicylic acid;;
1367;CYCLOHEXYL_ACETATE;WATER;Cyclohexyl acetate;Water;;
1368;METHYL_ACETATE;N-HEXANE;Methyl acetate;Hexane;;
1369;METHYL_ACETATE;N-HEPTANE;Methyl acetate;Heptane;;
1370;METHYL_ACETATE;ISOPENTANE;Methyl acetate;2-Methylbutane;;
1371;METHYL_ACETATE;2,2,4-TRIMETHYLPENTANE;Methyl acetate;2,2,4-Trimethylpentane;;
1372;METHYL_ACETATE;2-METHYLPENTANE;Methyl acetate;2-Methylpentane;;
1373;METHYL_ACETATE;3-METHYLPENTANE;Methyl acetate;3-Methylpentane;;
1374;METHYL_ACETATE;N-OCTANE;Methyl acetate;Octane;;
1375;METHYL_ACETATE;N-PENTANE;Methyl acetate;Pentane;;
1376;METHYL_ACETATE;CARBON_DISULFIDE;Methyl acetate;Carbon disulfide;;
1377;METHYL_ACETATE;2,2,5-TRIMETHYLHEXANE;Methyl acetate;2,2,5-Trimethylhexane;;
1378;METHYL_ACETATE;WATER;Methyl acetate;Water;;
1379;METHYL_ACETATE;2,3-DIMETHYLBUTANE;Methyl acetate;2,3-Dimethylbutane;;
1380;METHYL_ACETATE;2,2-DIMETHYLBUTANE;Methyl acetate;2,2-Dimethylbutane;;
1381;METHYL_ACETATE;CYCLOHEPTANE;Methyl acetate;Cycloheptane;;
1382;METHYL_ACETATE;CYCLOOCTANE;Methyl acetate;Cyclooctane;;
1383;METHYL_ACETATE;N-NONANE;Methyl acetate;Nonane;;
1384;METHYL_ACETATE;2,3,4-TRIMETHYLPENTANE;Methyl acetate;2,3,4-Trimethyl pentane;;
1385;METHYL_ACETATE;1,3-PROPYLENE_GLYCOL;Methyl acetate;1,3-Propanediol;;
1390;ACETIC_ACID;N-HEXANE;Acetic acid;Hexane;;
1391;ACETIC_ACID;N-HEPTANE;Acetic acid;Heptane;;
1392;ACETIC_ACID;N-OCTANE;Acetic acid;Octane;;
1393;ACETIC_ACID;CARBON_DISULFIDE;Acetic acid;Carbon disulfide;;
1394;ACETIC_ACID;TOLUENE;Acetic acid;Toluene;;
1395;ACETIC_ACID;TRIETHYLAMINE;Acetic acid;Triethylamine;;
1397;ACETIC_ACID;N-NONANE;Acetic acid;Nonane;;
1398;ACETIC_ACID;N-HEXADECANE;Acetic acid;Hexadecane;;
1399;ACETIC_ACID;N-UNDECANE;Acetic acid;n-Undecane;;
1402;FURFURAL;N-HEXANE;Furfural;Hexane;;
1403;FURFURAL;N-HEPTANE;Furfural;Heptane;;
1404;FURFURAL;2,2,4-TRIMETHYLPENTANE;Furfural;2,2,4-Trimethylpentane;;
1405;FURFURAL;1-HEXENE;Furfural;1-Hexene;;
1406;FURFURAL;2-METHYLPENTANE;Furfural;2-Methylpentane;;
1407;FURFURAL;3-METHYLPENTANE;Furfural;3-Methylpentane;;
1408;FURFURAL;N-OCTANE;Furfural;Octane;;
1409;FURFURAL;1-OCTENE;Furfural;1-Octene;;
1410;FURFURAL;1-OCTADECENE;Furfural;1-Octadecene;;
1411;FURFURAL;2,2,5-TRIMETHYLHEXANE;Furfural;2,2,5-Trimethylhexane;;
1412;FURFURAL;WATER;Furfural;Water;;
1413;FURFURAL;PROPANE;Furfural;Propane;;
1414;FURFURAL;2,3-DIMETHYLPENTANE;Furfural;2,3-Dimethylpentane;;
1415;FURFURAL;1-NONENE;Furfural;1-Nonene;;
1416;FURFURAL;1-DECENE;Furfural;1-Decene;;
1417;FURFURAL;2,3-DIMETHYLBUTANE;Furfural;2,3-Dimethylbutane;;
1418;FURFURAL;2,2-DIMETHYLBUTANE;Furfural;2,2-Dimethylbutane;;
1419;FURFURAL;ISOBUTENE;Furfural;Isobutylene;;
1421;FURFURAL;N-HEXADECANE;Furfural;Hexadecane;;
1423;FURFURAL;N-DOCOSANE;Furfural;Docosane;;
1426;FURFURAL;1-DODECENE;Furfural;1-Dodecene;;
1429;FURFURAL;PROPYLENE;Furfural;Propylene;;
1430;FURFURAL;N-OCTADECANE;Furfural;Octadecane;;
1432;FURFURAL;N-DODECYLBENZENE;Furfural;1-Phenyldodecane;;
1433;FURFURAL;N-BUTYLCYCLOHEXANE;Furfural;n-Butylcyclohexane;;
1435;FURFURAL;N-OCTADECYLBENZENE;Furfural;1-Phenyloctadecane;;
1439;DI-N-PROPYLAMINE;WATER;Dipropylamine;Water;;
1440;HYDROGEN_BROMIDE;WATER;Hydrogen bromide;Water;;
1441;1-HEXADECENE;SULFUR_DIOXIDE;1-Hexadecene;Sulfur dioxide;;
1442;1-HEXADECENE;ETHYL_LACTATE;1-Hexadecene;Ethyl lactate;;
1443;N-HEXANE;METHANOL;Hexane;Methanol;;
1444;N-HEXANE;2-METHOXYETHANOL;Hexane;2-Methoxyethanol;;
1445;N-HEXANE;DIACETONE_ALCOHOL;Hexane;Diacetone alcohol;;
1446;N-HEXANE;NITROMETHANE;Hexane;Nitromethane;;
1447;N-HEXANE;PHENOL;Hexane;Phenol;;
1448;N-HEXANE;PYRIDINE;Hexane;Pyridine;;
1449;N-HEXANE;DIMETHYL_SULFOXIDE;Hexane;Dimethyl sulfoxide;;
1450;N-HEXANE;TETRAHYDROFURFURYL_ALCOHOL;Hexane;Tetrahydrofurfuryl alcohol;;
1451;N-HEXANE;WATER;Hexane;Water;;
1452;N-HEXANE;NITROETHANE;Hexane;Nitroethane;;
1453;N-HEXANE;TRIOXANE;Hexane;1,3,5-Trioxane;;
1454;N-HEXANE;AMMONIA;Hexane;Ammonia;;
1455;N-HEXANE;Perfluoropentane;Hexane;Perfluoropentane;;
1456;N-HEXANE;N-METHYLFORMAMIDE;Hexane;N-Methylformamide;;
1457;N-HEXANE;N,N-DIMETHYLACETAMIDE;Hexane;N,N-Dimethylacetamide;;
1458;N-HEXANE;ACRYLONITRILE;Hexane;Acrylonitrile;;
1459;N-HEXANE;GLYCEROL;Hexane;Glycerol;;
1460;N-HEXANE;ACETIC_ANHYDRIDE;Hexane;Acetic anhydride;;
1461;N-HEXANE;FURFURYL_ALCOHOL;Hexane;Furfuryl alcohol;;
1462;N-HEXANE;1,2-PROPYLENE_GLYCOL;Hexane;1,2-Propanediol;;
1463;N-HEXANE;N-METHYL-2-PYRROLIDONE;Hexane;N-Methyl-2-pyrrolidone;;
1464;N-HEXANE;METHYL_FORMATE;Hexane;Methyl formate;;
1465;N-HEXANE;Perfluorotributylamine;Hexane;Perfluorotributylamine;;
1466;N-HEXANE;PROPIONITRILE;Hexane;Propionitrile;;
1467;N-HEXANE;ADIPONITRILE;Hexane;1,4-Dicyanobutane;;
1469;N-HEXANE;ALPHA-EPICHLOROHYDRIN;Hexane;Epichlorohydrin;;
1470;N-HEXANE;TRIETHYLENE_GLYCOL;Hexane;Triethylene glycol;;
1471;N-HEXANE;2-(2-ETHOXYETHOXY)ETHANOL;Hexane;Diethylene glycol ethyl ether;;
1472;N-HEXANE;DIETHYLENE_GLYCOL;Hexane;Diethylene glycol;;
1473;N-HEXANE;Perfluorohexane;Hexane;Perfluorohexane;;
1475;N-HEXANE;SULFOLANE;Hexane;Sulfolane;;
1476;N-HEXANE;MONOETHANOLAMINE;Hexane;Monoethanolamine;;
1477;N-HEXANE;1,4-BUTANEDIOL;Hexane;1,4-Butanediol;;
1478;N-HEXANE;GAMMA-BUTYROLACTONE;Hexane;gamma-Butyrolactone;;
1479;N-HEXANE;METHYL_OLEATE;Hexane;Methyl oleate;;
1481;N-HEXANE;FORMAMIDE;Hexane;Formamide;;
1482;N-HEXANE;PROPYLENE_CARBONATE;Hexane;Propylene carbonate;;
1483;N-HEXANE;M-TOLUIDINE;Hexane;m-Methylaniline;;
1484;N-HEXANE;GUAIACOL;Hexane;2-Methoxyphenol;;
1486;N-HEXANE;DIETHANOLAMINE;Hexane;2,2'-Diethanolamine (DEA);;
1487;N-HEXANE;3-METHOXYPROPIONITRILE;Hexane;3-Methoxy propionitrile;;
1488;N-HEXANE;EPSILON-CAPROLACTONE;Hexane;epsilon-Caprolactone;;
1489;N-HEXANE;TRIETHANOLAMINE;Hexane;Triethanolamine (TEA);;
1490;N-HEXANE;METHANE;Hexane;Methane;;
1491;N-HEXANE;TRIFLUOROMETHANE;Hexane;Fluoroform [R23];;
1492;N-HEXANE;2,2,2-TRIFLUOROETHANOL;Hexane;2,2,2-Trifluoroethanol;;
1493;N-HEXANE;DIETHYL_MALEATE;Hexane;Diethyl maleate;;
1494;N-HEXANE;M-DICHLOROBENZENE;Hexane;m-Dichlorobenzene;;
1495;N-HEXANE;HEXAFLUOROETHANE;Hexane;Hexafluoroethane [R116];;
1496;N-HEXANE;4-FORMYLMORPHOLINE;Hexane;N-Formylmorpholine;;
1497;N-HEXANE;DIMETHYL-ADIPATE;Hexane;Dimethyl adipate;;
1498;N-HEXANE;TETRAETHYLENE_GLYCOL;Hexane;Tetraethylene glycol;;
1499;N-HEXANE;SULFUR_DIOXIDE;Hexane;Sulfur dioxide;;
1500;N-HEXANE;PYRROLE;Hexane;Pyrrole;;
1503;N-HEXANE;GLYCERYL_TRIACETATE;Hexane;1,2,3-Propanetriol-triacetate;;
1504;N-HEXANE;2-PHENYLETHANOL;Hexane;2-Phenylethanol;;
1505;N-HEXANE;N-Methylcaprolactam;Hexane;N-Methylcaprolactam;;
1506;N-HEXANE;1,3-Dimethylimidazolidin-2-one;Hexane;1,3-Dimethylimidazolidin-2-one;;
1508;N-HEXANE;ETHYL_LACTATE;Hexane;Ethyl lactate;;
1509;N-HEXANE;DECAFLUOROBUTANE;Hexane;Perfluorobutane;;
1511;N-HEXANE;Hexamethylene_diisocyanate;Hexane;Hexamethylene diisocyanate;;
1513;N-HEXANE;Perfluorodecalin;Hexane;Perfluorodecalin <Isomer not specified>;;
1516;N-HEXANE;Perfluoro-n-octane;Hexane;Perfluoro-n-octane;;
1521;N-HEXANE;N-Methylimidazole;Hexane;N-Methylimidazole;;
1523;N-HEXANE;1,1,1,2,3,4,4,5,5,5-Decafluoropentane_[R43-10mee;Hexane;1,1,1,2,3,4,4,5,5,5-Decafluoropentane [R43-10mee];;
1623;HYDROGEN_FLUORIDE;HYDROGEN_CHLORIDE;Hydrogen fluoride;Hydrogen chloride;;
1624;HYDROGEN_FLUORIDE;1,2,3,4-TETRAHYDRONAPHTHALENE;Hydrogen fluoride;1,2,3,4-Tetrahydronaphthalene;;
1625;HYDROGEN_FLUORIDE;TOLUENE;Hydrogen fluoride;Toluene;;
1626;HYDROGEN_FLUORIDE;M-XYLENE;Hydrogen fluoride;m-Xylene;;
1627;HYDROGEN_FLUORIDE;PROPANE;Hydrogen fluoride;Propane;;
1628;HYDROGEN_FLUORIDE;DICHLORODIFLUOROMETHANE;Hydrogen fluoride;Dichlorodifluoromethane [R12];;
1629;HYDROGEN_FLUORIDE;OCTAFLUOROCYCLOBUTANE;Hydrogen fluoride;Perfluorocyclobutane [RC318];;
1630;HYDROGEN_FLUORIDE;ISOBUTANE;Hydrogen fluoride;2-Methylpropane;;
1631;HYDROGEN_FLUORIDE;O-XYLENE;Hydrogen fluoride;o-Xylene;;
1632;HYDROGEN_FLUORIDE;1-BUTENE;Hydrogen fluoride;1-Butene;;
1633;HYDROGEN_FLUORIDE;TRICHLOROFLUOROMETHANE;Hydrogen fluoride;Trichlorofluoromethane [R11];;
1634;HYDROGEN_FLUORIDE;OCTAFLUOROPROPANE;Hydrogen fluoride;Perfluoropropane [R218];;
1636;HYDROGEN_FLUORIDE;2,2-DICHLORO-1,1,1-TRIFLUOROETHANE;Hydrogen fluoride;1,1-Dichloro-2,2,2-trifluoroethane [R123];;
1637;HYDROGEN_FLUORIDE;Perfluoro-n-octane;Hydrogen fluoride;Perfluoro-n-octane;;
1638;N-HEPTANE;METHANOL;Heptane;Methanol;;
1639;N-HEPTANE;2-METHOXYETHANOL;Heptane;2-Methoxyethanol;;
1640;N-HEPTANE;NITROMETHANE;Heptane;Nitromethane;;
1641;N-HEPTANE;PHENOL;Heptane;Phenol;;
1642;N-HEPTANE;PYRIDINE;Heptane;Pyridine;;
1643;N-HEPTANE;DIMETHYL_SULFOXIDE;Heptane;Dimethyl sulfoxide;;
1644;N-HEPTANE;TETRAHYDROFURFURYL_ALCOHOL;Heptane;Tetrahydrofurfuryl alcohol;;
1645;N-HEPTANE;WATER;Heptane;Water;;
1646;N-HEPTANE;TRIOXANE;Heptane;1,3,5-Trioxane;;
1647;N-HEPTANE;AMMONIA;Heptane;Ammonia;;
1648;N-HEPTANE;N-METHYLFORMAMIDE;Heptane;N-Methylformamide;;
1649;N-HEPTANE;N,N-DIMETHYLACETAMIDE;Heptane;N,N-Dimethylacetamide;;
1650;N-HEPTANE;GLYCEROL;Heptane;Glycerol;;
1651;N-HEPTANE;ACETIC_ANHYDRIDE;Heptane;Acetic anhydride;;
1652;N-HEPTANE;EPSILON-CAPROLACTAM;Heptane;epsilon-Caprolactam;;
1653;N-HEPTANE;2,4-XYLENOL;Heptane;2,4-Dimethylphenol;;
1654;N-HEPTANE;3,5-XYLENOL;Heptane;3,5-Dimethylphenol;;
1655;N-HEPTANE;1,2-PROPYLENE_GLYCOL;Heptane;1,2-Propanediol;;
1656;N-HEPTANE;THIOPHENE;Heptane;Thiophene;;
1657;N-HEPTANE;N-METHYL-2-PYRROLIDONE;Heptane;N-Methyl-2-pyrrolidone;;
1658;N-HEPTANE;METHYL_FORMATE;Heptane;Methyl formate;;
1659;N-HEPTANE;Perfluoroheptane;Heptane;Perfluoro-n-heptane;;
1660;N-HEPTANE;PROPIONITRILE;Heptane;Propionitrile;;
1661;N-HEPTANE;Perfluorooxacyclononane;Heptane;Perfluorooxacyclononane;;
1663;N-HEPTANE;ALPHA-EPICHLOROHYDRIN;Heptane;Epichlorohydrin;;
1664;N-HEPTANE;TRIETHYLENE_GLYCOL;Heptane;Triethylene glycol;;
1665;N-HEPTANE;2-(2-ETHOXYETHOXY)ETHANOL;Heptane;Diethylene glycol ethyl ether;;
1666;N-HEPTANE;DIETHYLENE_GLYCOL;Heptane;Diethylene glycol;;
1667;N-HEPTANE;Perfluorohexane;Heptane;Perfluorohexane;;
1668;N-HEPTANE;BENZYL_ACETATE;Heptane;Acetic acid benzyl ester;;
1669;N-HEPTANE;SULFOLANE;Heptane;Sulfolane;;
1670;N-HEPTANE;MONOETHANOLAMINE;Heptane;Monoethanolamine;;
1671;N-HEPTANE;N,N-DIETHYLFORMAMIDE;Heptane;N,N-Diethylformamide;;
1672;N-HEPTANE;2,5-Hexanedione;Heptane;2,5-Hexanedione;;
1673;N-HEPTANE;ETHYLENE_GLYCOL_DIACETATE;Heptane;Ethylene glycol diacetate;;
1674;N-HEPTANE;1,4-BUTANEDIOL;Heptane;1,4-Butanediol;;
1675;N-HEPTANE;2,2'-Dicyano_diethyl_sulfide;Heptane;2,2'-Dicyano diethyl sulfide;;
1676;N-HEPTANE;BIS(CYANOETHYL)ETHER;Heptane;3,3'-Oxybispropionitrile;;
1677;N-HEPTANE;GAMMA-BUTYROLACTONE;Heptane;gamma-Butyrolactone;;
1678;N-HEPTANE;O-TOLUIDINE;Heptane;o-Methylaniline;;
1680;N-HEPTANE;FORMAMIDE;Heptane;Formamide;;
1681;N-HEPTANE;1,5-PENTANEDIOL;Heptane;1,5-Pentanediol;;
1682;N-HEPTANE;PROPYLENE_CARBONATE;Heptane;Propylene carbonate;;
1683;N-HEPTANE;1,3-PROPYLENE_GLYCOL;Heptane;1,3-Propanediol;;
1684;N-HEPTANE;1,6-HEXANEDIOL;Heptane;1,6-Hexanediol;;
1685;N-HEPTANE;1,2-BENZENEDIOL;Heptane;1,2-Dihydroxybenzene <Pyrocatechol>;;
1686;N-HEPTANE;ANTIPYRINE;Heptane;Antipyrine;;
1687;N-HEPTANE;Salicylaldehyde;Heptane;Salicylaldehyde;;
1688;N-HEPTANE;DIETHYL_OXALATE;Heptane;Diethyl oxalate;;
1690;N-HEPTANE;DIETHANOLAMINE;Heptane;2,2'-Diethanolamine (DEA);;
1691;N-HEPTANE;EPSILON-CAPROLACTONE;Heptane;epsilon-Caprolactone;;
1692;N-HEPTANE;BENZOTHIOPHENE;Heptane;Benzo(b)thiophene;;
1693;N-HEPTANE;P-PHENETIDINE;Heptane;p-Phenetidine;;
1694;N-HEPTANE;CARBON_TETRAFLUORIDE;Heptane;Tetrafluoromethane [R14];;
1695;N-HEPTANE;PHENYLACETONITRILE;Heptane;Benzylcyanide;;
1696;N-HEPTANE;CARBON_DIOXIDE;Heptane;Carbon dioxide;;
1697;N-HEPTANE;METHANE;Heptane;Methane;;
1698;N-HEPTANE;TRIFLUOROMETHANE;Heptane;Fluoroform [R23];;
1699;N-HEPTANE;DIETHYL_MALEATE;Heptane;Diethyl maleate;;
1700;N-HEPTANE;3,4-XYLENOL;Heptane;3,4-Dimethylphenol;;
1701;N-HEPTANE;M-DICHLOROBENZENE;Heptane;m-Dichlorobenzene;;
1702;N-HEPTANE;HEXAFLUOROETHANE;Heptane;Hexafluoroethane [R116];;
1704;N-HEPTANE;4-FORMYLMORPHOLINE;Heptane;N-Formylmorpholine;;
1705;N-HEPTANE;DIMETHYL-ADIPATE;Heptane;Dimethyl adipate;;
1707;N-HEPTANE;TETRAETHYLENE_GLYCOL;Heptane;Tetraethylene glycol;;
1708;N-HEPTANE;SULFUR_DIOXIDE;Heptane;Sulfur dioxide;;
1710;N-HEPTANE;M-DIBROMOBENZENE;Heptane;m-Dibromobenzene;;
1712;N-HEPTANE;BENZOTHIAZOLE;Heptane;Benzothiazole;;
1713;N-HEPTANE;GAMMA-VALEROLACTONE;Heptane;Tetrahydro-5-methyl-2-furanone;;
1716;N-HEPTANE;N-Methylcaprolactam;Heptane;N-Methylcaprolactam;;
1717;N-HEPTANE;1,3-Dimethylimidazolidin-2-one;Heptane;1,3-Dimethylimidazolidin-2-one;;
1718;N-HEPTANE;1,2-Dimethoxybenzene;Heptane;1,2-Dimethoxybenzene;;
1719;N-HEPTANE;TETRAETHYLENE_GLYCOL_DIMETHYL_ETHER;Heptane;Tetraethylene glycol dimethyl ether;;
1721;N-HEPTANE;ETHYL_LACTATE;Heptane;Ethyl lactate;;
1725;N-HEPTANE;DECAFLUOROBUTANE;Heptane;Perfluorobutane;;
1727;N-HEPTANE;3-HYDROXYBENZOIC-ACID;Heptane;3-Hydroxy benzoic acid;;
1728;N-HEPTANE;Perfluorodecalin;Heptane;Perfluorodecalin <Isomer not specified>;;
1731;N-HEPTANE;VANILLIN;Heptane;4-Hydroxy-3-methoxybenzaldehyde;;
1734;N-HEPTANE;4-HYDROXYBENZOIC-ACID;Heptane;4-Hydroxy benzoic acid;;
1737;N-HEPTANE;Perfluoro-n-octane;Heptane;Perfluoro-n-octane;;
1872;2-HEPTANONE;WATER;2-Heptanone;Water;;
1875;HYDRAZINE;DIPHENYLAMINE;Hydrazine;Diphenylamine;;
1876;ISOPENTANE;NITROMETHANE;2-Methylbutane;Nitromethane;;
1877;ISOPENTANE;PHENOL;2-Methylbutane;Phenol;;
1878;ISOPENTANE;WATER;2-Methylbutane;Water;;
1879;ISOPENTANE;AMMONIA;2-Methylbutane;Ammonia;;
1880;ISOPENTANE;SULFOLANE;2-Methylbutane;Sulfolane;;
1881;ISOPENTANE;DIPHENYLAMINE;2-Methylbutane;Diphenylamine;;
1882;ISOPENTANE;3-METHOXYPROPIONITRILE;2-Methylbutane;3-Methoxy propionitrile;;
1885;ISOPROPANOL;CARBON_DISULFIDE;2-Propanol;Carbon disulfide;;
1886;ISOPROPANOL;WATER;2-Propanol;Water;;
1888;ISOPROPANOL;ETHYLENE_CARBONATE;2-Propanol;Ethylene carbonate;;
1899;DIISOPROPYL_ETHER;WATER;Diisopropyl ether;Water;;
1900;DIISOPROPYL_ETHER;1,3-PROPYLENE_GLYCOL;Diisopropyl ether;1,3-Propanediol;;
1901;DIISOPROPYL_ETHER;CARBON_DIOXIDE;Diisopropyl ether;Carbon dioxide;;
1908;2,2,4-TRIMETHYLPENTANE;METHANOL;2,2,4-Trimethylpentane;Methanol;;
1909;2,2,4-TRIMETHYLPENTANE;2-METHOXYETHANOL;2,2,4-Trimethylpentane;2-Methoxyethanol;;
1910;2,2,4-TRIMETHYLPENTANE;NITROMETHANE;2,2,4-Trimethylpentane;Nitromethane;;
1911;2,2,4-TRIMETHYLPENTANE;WATER;2,2,4-Trimethylpentane;Water;;
1912;2,2,4-TRIMETHYLPENTANE;NITROETHANE;2,2,4-Trimethylpentane;Nitroethane;;
1913;2,2,4-TRIMETHYLPENTANE;AMMONIA;2,2,4-Trimethylpentane;Ammonia;;
1914;2,2,4-TRIMETHYLPENTANE;N,N-DIMETHYLACETAMIDE;2,2,4-Trimethylpentane;N,N-Dimethylacetamide;;
1915;2,2,4-TRIMETHYLPENTANE;ACETIC_ANHYDRIDE;2,2,4-Trimethylpentane;Acetic anhydride;;
1916;2,2,4-TRIMETHYLPENTANE;EPSILON-CAPROLACTAM;2,2,4-Trimethylpentane;epsilon-Caprolactam;;
1917;2,2,4-TRIMETHYLPENTANE;N-METHYL-2-PYRROLIDONE;2,2,4-Trimethylpentane;N-Methyl-2-pyrrolidone;;
1918;2,2,4-TRIMETHYLPENTANE;Perfluoroheptane;2,2,4-Trimethylpentane;Perfluoro-n-heptane;;
1919;2,2,4-TRIMETHYLPENTANE;Perfluorotributylamine;2,2,4-Trimethylpentane;Perfluorotributylamine;;
1921;2,2,4-TRIMETHYLPENTANE;TRIETHYLENE_GLYCOL;2,2,4-Trimethylpentane;Triethylene glycol;;
1922;2,2,4-TRIMETHYLPENTANE;2-(2-METHOXYETHOXY)ETHANOL;2,2,4-Trimethylpentane;Diethylene glycol monomethyl ether;;
1923;2,2,4-TRIMETHYLPENTANE;2-(2-ETHOXYETHOXY)ETHANOL;2,2,4-Trimethylpentane;Diethylene glycol ethyl ether;;
1924;2,2,4-TRIMETHYLPENTANE;GAMMA-BUTYROLACTONE;2,2,4-Trimethylpentane;gamma-Butyrolactone;;
1926;2,2,4-TRIMETHYLPENTANE;PROPYLENE_CARBONATE;2,2,4-Trimethylpentane;Propylene carbonate;;
1928;2,2,4-TRIMETHYLPENTANE;P-PHENETIDINE;2,2,4-Trimethylpentane;p-Phenetidine;;
1929;2,2,4-TRIMETHYLPENTANE;PHENYLACETONITRILE;2,2,4-Trimethylpentane;Benzylcyanide;;
1931;2,2,4-TRIMETHYLPENTANE;METHANE;2,2,4-Trimethylpentane;Methane;;
1932;2,2,4-TRIMETHYLPENTANE;4-FORMYLMORPHOLINE;2,2,4-Trimethylpentane;N-Formylmorpholine;;
1933;2,2,4-TRIMETHYLPENTANE;2-PHENYLETHANOL;2,2,4-Trimethylpentane;2-Phenylethanol;;
1934;2,2,4-TRIMETHYLPENTANE;ETHYL_LACTATE;2,2,4-Trimethylpentane;Ethyl lactate;;
1936;2,2,4-TRIMETHYLPENTANE;TRIPROPYLENE_GLYCOL;2,2,4-Trimethylpentane;Tripropylene glycol;;
1938;2,2,4-TRIMETHYLPENTANE;Perfluoro-n-octane;2,2,4-Trimethylpentane;Perfluoro-n-octane;;
1952;ISOPRENE;WATER;Isoprene;Water;;
1953;ISOPRENE;AMMONIA;Isoprene;Ammonia;;
1957;ISOPRENE;METHANE;Isoprene;Methane;;
1958;METHYL_IODIDE;NITROMETHANE;Methyl iodide;Nitromethane;;
1959;METHYL_IODIDE;PYRIDINE;Methyl iodide;Pyridine;;
1960;METHYL_IODIDE;WATER;Methyl iodide;Water;;
1961;1-HEXENE;DIMETHYL_SULFOXIDE;1-Hexene;Dimethyl sulfoxide;;
1962;1-HEXENE;WATER;1-Hexene;Water;;
